node_id,diagnostico,degree,betweenness,eigenvector
24,"Hepatitis vírica C no especificada, sin coma hepático",0.05845272206303725,1.226751322043244e-05,0.005703537394292694
25,Enfermedad por virus de la inmunodeficiencia humana [VIH],0.038395415472779366,4.107410425593438e-07,0.004065612549231061
26,Otras enfermedades por citomegalovirus,0.005157593123209169,0.0,0.0005372876622600648
27,Otras conjuntivitis virales,0.0074498567335243545,0.0,0.0018120591946603657
28,Tiña de las uñas,0.0028653295128939827,0.0,0.00048331289143304436
29,Pitiriasis versicolor,0.006876790830945558,0.0,0.001114436031347681
30,Estomatitis candidiásica,0.0830945558739255,2.03837088054117e-05,0.009913884831452753
31,Balanitis por cándidas,0.008595988538681949,0.0,0.0007983926638391306
32,Otra candidiasis urogenital,0.02636103151862464,2.190618893649834e-07,0.0020181040157116856
33,Esofagitis por cándidas,0.030372492836676215,0.0,0.0033907426669542036
34,"Equinococosis del hígado, no especificada",0.006876790830945558,0.0,0.001056003483077603
35,Secuelas de tuberculosis respiratoria y de tuberculosis no especificada,0.02521489971346705,0.0,0.0036316524228159463
36,Secuelas de poliomielitis,0.0040114613180515755,0.0,0.0009632464080353176
37,Secuelas de otras enfermedades infecciosas y parasitarias especificadas,0.01776504297994269,0.0,0.0018423868778991981
38,"Estreptococo, grupo B, como causa de enfermedades clasificadas bajo otro concepto",0.01318051575931232,0.0,0.0009230973831459405
39,Enterococos como causa de enfermedades clasificadas bajo otro concepto,0.026934097421203437,6.963038626244116e-07,0.004207312420005498
40,Streptococcus pneumoniae como causa de enfermedades clasificadas bajo otro concepto,0.017191977077363897,0.0,0.001924882614494517
41,Otros estreptococos como causa de enfermedades clasificadas bajo otro concepto,0.059598853868194836,5.038814637339913e-05,0.007747743638454037
42,Infección por Staphylococcus aureus sensible a meticilina como causa de enfermedades clasificadas bajo otro concepto,0.07736389684813753,0.00013421961079587065,0.014181722056823411
43,Infección por Staphylococcus aureus resistente a meticilina como causa de enfermedades clasificadas bajo otro concepto,0.06934097421203438,7.553410418082746e-05,0.00792475996727558
44,Otros estafilococos como causa de enfermedades clasificadas bajo otro concepto,0.042406876790830945,2.6429816951885248e-05,0.006595912345511851
45,Klebsiella pneumoniae [K. pneumoniae] como causa de enfermedades clasificadas bajo otro concepto,0.029799426934097418,2.8102510949965007e-06,0.00408993638849261
46,Escherichia coli [E. coli] no especificado como causa de enfermedades clasificadas bajo otro concepto,0.09283667621776504,0.00010757216628841982,0.014836125784879283
47,Escherichia coli [E. coli] [STEC] O157 productor de toxina Shiga como causa de enfermedades clasificadas bajo otro concepto,0.03896848137535816,1.807260587261113e-06,0.004302674386701744
48,Haemophilus influenzae [H. influenzae] como causa de enfermedades clasificadas bajo otro concepto,0.013753581661891116,0.0,0.001928696218856207
49,Proteus (mirabilis) (morganii) como causa de enfermedades clasificadas bajo otro concepto,0.0825214899713467,2.6005775723185894e-05,0.011848235328079859
50,Pseudomonas (aeruginosa) (mallei) (pseudomallei) como causa de enfermedades clasificadas bajo otro concepto,0.04699140401146131,2.5783584378258546e-05,0.006767418709244875
51,Helicobacter pylori [H. pylori] como causa de enfermedades clasificadas bajo otro concepto,0.009169054441260744,0.0,0.0014628272306184253
52,Otros agentes bacterianos como causa de enfermedades clasificadas bajo otro concepto,0.06361031518624641,3.331931337241398e-05,0.006853795416523289
53,Adenovirus como causa de enfermedades clasificadas bajo otro concepto,0.0074498567335243545,0.0,0.0018120591946603657
54,Papilomavirus como causa de enfermedades clasificadas bajo otro concepto,0.029799426934097418,0.0,0.002513855782617483
55,Otros agentes virales como causa de enfermedades clasificadas bajo otro concepto,0.004584527220630372,0.0,0.0006200355210962897
56,Otras enfermedades infecciosas,0.008022922636103151,0.0,0.00020505069463831293
57,"Neoplasia maligna de hipofaringe, no especificada",0.017191977077363897,0.0,0.001207140389282443
58,Neoplasia maligna de antro pilórico,0.006303724928366762,0.0,0.001484823371963456
59,Neoplasia maligna de ciego,0.012607449856733524,6.571856680949502e-07,0.0008806429187407095
60,Neoplasia maligna de colon ascendente,0.01948424068767908,1.478667753213638e-06,0.0008207608506020109
61,Neoplasia maligna de ángulo hepático,0.008022922636103151,0.0,0.0007264164133891572
62,Neoplasia maligna de ángulo esplénico,0.00974212034383954,0.0,0.001522888703427677
63,Neoplasia maligna de colon sigmoide,0.025787965616045842,5.758198234736705e-07,0.004730464121613896
64,"Neoplasia maligna de colon, no especificada",0.01776504297994269,0.0,0.0028391706526294347
65,Neoplasia maligna de recto,0.010315186246418338,7.667166127774418e-07,0.00150041517193226
66,Carcinoma de células hepáticas,0.02521489971346705,5.476547234124585e-07,0.004377964681242034
67,Carcinoma de conducto biliar intrahepático,0.0028653295128939827,0.0,0.0007587023519137749
68,Neoplasia maligna de cabeza de páncreas,0.006876790830945558,0.0,0.0010931736122879539
69,"Neoplasia maligna de páncreas, no especificada",0.003438395415472779,0.0,0.0001528051705012186
70,Neoplasia maligna de glotis,0.0017191977077363895,0.0,0.0005940557852990149
71,Neoplasia maligna de bronquio principal derecho,0.0074498567335243545,0.0,0.0007417820862934384
72,"Neoplasia maligna de lóbulo superior, bronquio y pulmón no especificados",0.03667621776504298,1.0405439744836712e-06,0.007217073503217491
73,"Neoplasia maligna de lóbulo superior, bronquio o pulmón derecho",0.005157593123209169,0.0,0.0002538068530944229
74,"Neoplasia maligna de lóbulo superior, bronquio o pulmón izquierdo",0.016045845272206302,6.571856680949502e-07,0.001010266695319465
75,"Neoplasia maligna de lóbulo medio, bronquio o pulmón ",0.00974212034383954,0.0,0.0011018259593819318
76,"Neoplasia maligna de lóbulo inferior, bronquio o pulmón no especificados",0.04297994269340974,0.0,0.007685227865990311
77,"Neoplasia maligna de lóbulo inferior, bronquio o pulmón derecho",0.0074498567335243545,0.0,0.0007417820862934384
78,"Neoplasia maligna de lóbulo inferior, bronquio o pulmón izquierdo",0.0040114613180515755,0.0,0.0006374101949235467
79,Neoplasia maligna de localizaciones contiguas de bronquio y pulmón no especificados,0.0028653295128939827,0.0,0.0008271742214762798
80,"Neoplasia maligna de parte no especificada, bronquio o pulmón no especificados",0.03610315186246418,6.415383902831656e-07,0.007083902553438185
81,"Melanoma maligno de extremidad superior no especificada, incluyendo hombro",0.0017191977077363895,0.0,0.00048726861391339317
82,Neoplasia maligna no especificada de piel de parte no especificada de la cara,0.006303724928366762,0.0,0.002101422635519197
83,Carcinoma basocelular de piel de parte no especificada de la cara,0.015472779369627506,0.0,0.0017663104897376297
84,"Neoplasia maligna no especificada de piel de extremidad superior no especificada, incluyendo hombro",0.006876790830945558,0.0,0.0007235191957858532
85,Neoplasia maligna no especificada de localizaciones contiguas de piel,0.0057306590257879654,0.0,0.0008754517390242725
86,"Neoplasia maligna de pezón y areola, mama femenina izquierda",0.003438395415472779,0.0,0.000519536612892251
87,Neoplasia maligna de cuadrante inferior interno de mama femenina izquierda,0.013753581661891116,0.0,0.0012587509928064064
88,"Neoplasia maligna de cuadrante inferior interno de mama femenina, lado no especificado",0.005157593123209169,0.0,0.0011812867717236797
89,"Neoplasia maligna de cuadrante superior externo de mama femenina, lado no especificado",0.02750716332378223,0.0,0.0051388495507020465
90,Neoplasia maligna de cuadrante inferior externo de mama femenina derecha,0.008022922636103151,0.0,0.00020505069463831293
91,Neoplasia maligna de localizaciones contiguas de mama femenina derecha,0.004584527220630372,0.0,0.0003745090925373823
92,"Neoplasia maligna de localizaciones contiguas de mama femenina, lado no especificado",0.009169054441260744,1.3143713361899005e-07,0.0021864243678108696
93,Neoplasia maligna de localización no especificada de mama femenina derecha,0.008022922636103151,0.0,0.00020505069463831293
94,Neoplasia maligna de localización no especificada de mama femenina izquierda,0.023495702005730656,0.0,0.001779218675902868
95,Neoplasia maligna de endometrio,0.013753581661891116,0.0,0.001322949653307045
96,Neoplasia maligna de ovario no especificado,0.021203438395415473,1.2048403915074087e-06,0.0028706230316105693
97,Neoplasia maligna de próstata,0.038395415472779366,7.11951140436196e-07,0.007359620834061571
98,"Neoplasia maligna de riñón izquierdo, excepto pelvis renal",0.008595988538681949,0.0,0.0006935179024186364
99,Neoplasia maligna de trígono de vejiga,0.0040114613180515755,0.0,0.0007456777329844864
100,Neoplasia maligna de localizaciones contiguas de vejiga,0.0028653295128939827,0.0,0.000719875192396332
101,"Neoplasia maligna de vejiga, no especificada",0.03151862464183381,5.881811729449804e-06,0.006164843068522243
102,"Neoplasia maligna de cerebro, no especificada",0.010888252148997133,0.0,0.0013392457919357628
103,Neoplasia maligna de glándula tiroides,0.0017191977077363895,0.0,0.0007378749332195315
104,"Neoplasia maligna secundaria y no especificada de ganglios linfáticos de cabeza, cara y cuello",0.017191977077363897,0.0,0.001207140389282443
105,Neoplasia maligna secundaria y no especificada de ganglios linfáticos intratorácicos,0.03495702005730659,1.6429641702373755e-07,0.006228860383803842
106,Neoplasia maligna secundaria y no especificada de ganglios linfáticos intraabdominales,0.0664756446991404,0.0011428114528059324,0.009141571928863867
107,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de axila y extremidad superior,0.04126074498567335,4.387496698424382e-06,0.007572244917640306
108,Neoplasia maligna secundaria y no especificada de ganglios linfáticos de regiones múltiples,0.02521489971346705,5.679961845677783e-06,0.003730815703421389
109,Neoplasia maligna secundaria de pulmón no especificado,0.038395415472779366,1.2596058638486546e-06,0.007466717519848944
110,Neoplasia maligna secundaria de pulmón derecho,0.0040114613180515755,0.0,0.0006374101949235467
111,Neoplasia maligna secundaria de pleura,0.0057306590257879654,0.0,0.0009809215768530493
112,Neoplasia maligna secundaria de intestino grueso y recto,0.006303724928366762,0.0,0.0007797680235362859
113,Neoplasia maligna secundaria de retroperitoneo y peritoneo,0.05787965616045845,1.0516535417300379e-05,0.01059748250270102
114,Neoplasia maligna secundaria de hígado y vías biliares intrahepáticas,0.07965616045845271,0.001217905868480249,0.016787549588831642
115,Neoplasia maligna secundaria de cerebro,0.03954154727793696,3.888348536228455e-06,0.005592795692032472
116,Neoplasia maligna secundaria de hueso,0.06303724928366762,2.926666841916179e-05,0.008336722073851483
117,Neoplasia maligna secundaria de glándula suprarrenal no especificada,0.01776504297994269,1.3143713361899004e-06,0.0021534329207456918
118,Neoplasia maligna secundaria de glándula suprarrenal derecha,0.010315186246418338,0.0,0.0007769146077265963
119,Neoplasia maligna secundaria de órganos genitales,0.005157593123209169,0.0,0.0007740972406190961
120,Neoplasia maligna secundaria de otras localizaciones especificadas,0.0057306590257879654,0.0,0.0008754517390242725
121,Tumores neuroendocrinos malignos mal diferenciados,0.012034383954154727,9.857785021424253e-07,0.00236651489318645
122,Tumores carcinoides secundarios de ganglios linfáticos a distancia,0.0074498567335243545,0.0,0.002143222475978147
123,Tumores carcinoides secundarios de hueso,0.005157593123209169,0.0,0.0009626082017248625
124,"Neoplasia maligna diseminada, no especificada",0.006876790830945558,0.0,0.000101563965415806
125,"Neoplasia maligna (primaria), no especificada",0.006876790830945558,0.0,0.0013081585005249208
126,"Linfoma difuso de células B grandes, ganglios linfáticos de cabeza, cara y cuello",0.011461318051575931,0.0,0.0018763615183809356
127,"Linfoma difuso de células B grandes, ganglios linfáticos intraabdominales",0.005157593123209169,0.0,0.0005372876622600648
128,"Linfoma difuso de células B grandes, ganglios linfáticos de localizaciones múltiples",0.014326647564469913,4.928892510712127e-07,0.0025511339809327054
129,"Linfoma difuso de células B grandes, localizaciones extraganglionares y de órganos sólidos",0.011461318051575931,0.0,0.0018763615183809356
130,"Linfomas de células T/NK maduras, no especificados, ganglios linfáticos intraabdominales",0.005157593123209169,0.0,0.0008644996929437221
131,"Otros tipos especificados de linfoma no Hodgkin, localización no especificada",0.006303724928366762,0.0,0.0016756223933873232
132,Linfoma de células B extraganglionar de zona marginal de tejido linfoide asociado a mucosas [linfoma MALT],0.0040114613180515755,0.0,3.547219079827665e-05
133,"Mieloma múltiple, sin haber alcanzado remisión",0.021776504297994267,5.586078178807077e-06,0.0022007431112624266
134,"Leucemia linfocítica crónica de células B, sin haber alcanzado remisión",0.002292263610315186,0.0,0.0005565575498926878
135,"Leucemia linfocítica crónica de células B, en remisión",0.0028653295128939827,0.0,0.00034752959285613556
136,"Leucemia mieloblástica aguda, sin haber alcanzado remisión",0.0040114613180515755,0.0,0.0006031367360027128
137,"Leucemia mieloblástica aguda, en remisión",0.0017191977077363895,0.0,0.0006845055982073896
138,"Leucemia aguda promielocítica, sin haber alcanzado remisión",0.012034383954154727,0.0,0.0021325087703130893
139,"Leucemia, no especificada, sin haber alcanzado la remisión",0.003438395415472779,0.0,0.0007887747176866394
140,Histiocitosis de células de Langerhans unifocal,0.003438395415472779,0.0,0.00017166473282142754
141,Carcinoma in situ de colon,0.006303724928366762,0.0,0.0015905927515345688
142,Carcinoma intraductal in situ de mama izquierda,0.0028653295128939827,0.0,0.0004391662337482855
143,Carcinoma in situ de tipo no especificado de mama no especificada,0.008022922636103151,0.0,0.0025037086317909875
144,"Neoplasia benigna de glándula salival mayor, no especificada",0.008022922636103151,0.0,0.002144443703998923
145,Neoplasia benigna de ciego,0.013753581661891116,0.0,0.0031532946400055963
146,"Neoplasia benigna de colon, no especificada",0.009169054441260744,0.0,0.0008679481773358382
147,Neoplasia benigna de recto,0.009169054441260744,0.0,0.0008679481773358382
148,Neoplasia benigna de estómago,0.0057306590257879654,0.0,0.0010105221143735632
149,Neoplasia benigna de hígado,0.006876790830945558,0.0,0.0010016831053721023
150,"Neoplasia benigna de oído medio, cavidad nasal y senos accesorios",0.002292263610315186,0.0,0.0007353614019095061
151,Neoplasia benigna de huesos de cráneo y cara,0.00974212034383954,0.0,0.0003636436132397158
152,Neoplasia lipomatosa benigna de piel y tejido subcutáneo de tronco,0.016045845272206302,0.0,0.004653601361674078
153,Neoplasia lipomatosa benigna de piel y tejido subcutáneo de brazo izquierdo,0.0017191977077363895,0.0,0.0004910776811474692
154,Neoplasia lipomatosa benigna de otros sitios,0.003438395415472779,0.0,0.0008128479483450864
155,Hemangioma de estructuras intracraneales,0.011461318051575931,0.0,0.0017045532908392747
156,Hemangioma de estructuras intraabdominales,0.022349570200573064,2.4315869719513163e-06,0.003129114805363717
157,Hemangioma de otras localizaciones,0.01833810888252149,1.369136808531146e-06,0.0029895889904030942
158,"Neoplasia benigna de tejido conjuntivo y otros tejidos blandos de extremidad inferior no especificada, incluyendo cadera",0.0017191977077363895,0.0,0.0006244546690523515
159,Otras neoplasias benignas de piel de parte no especificada de la cara,0.0040114613180515755,0.0,0.0006754925299299161
160,"Otras neoplasias benignas de piel de extremidad superior no especificada, incluyendo hombro",0.0040114613180515755,0.0,0.0006754925299299161
161,Leiomioma submucoso de útero,0.003438395415472779,0.0,0.00036169328492854024
162,Leiomioma intramural de útero,0.003438395415472779,0.0,0.00036169328492854024
163,"Leiomioma de útero, no especificado",0.02808022922636103,0.0,0.003193145507691786
164,Neoplasia benigna de ovario derecho,0.002292263610315186,0.0,0.0005633101274647775
165,Neoplasia benigna de ovario izquierdo,0.0040114613180515755,0.0,0.0015509604465490173
166,Neoplasia benigna de vejiga,0.010888252148997133,0.0,0.0013392457919357628
167,Neoplasia benigna de meninges cerebrales,0.014326647564469913,0.0,0.0013466900154480927
168,"Neoplasia benigna de cerebro, supratentorial",0.0028653295128939827,0.0,0.0005972664662817694
169,Neoplasia benigna de glándula tiroides,0.003438395415472779,0.0,0.0009126156244782838
170,Neoplasia benigna de glándula suprarrenal no especificada,0.021776504297994267,0.0,0.0026762250237552013
171,Neoplasia benigna de hipófisis,0.01318051575931232,0.0,0.0015643255712022362
172,Neoplasia de comportamiento incierto de estómago,0.009169054441260744,0.0,0.00027066246677015185
173,Neoplasia de comportamiento incierto de intestino delgado,0.012034383954154727,0.0,0.0014448810315473935
174,Neoplasia de comportamiento incierto de vejiga,0.008595988538681949,0.0,0.0011219036076501715
175,Neoplasia de comportamiento incierto de hipófisis,0.01776504297994269,1.095309446824917e-06,0.0021929671875123118
176,"Síndrome mielodisplásico, no especificado",0.008595988538681949,0.0,0.0004942287734918365
177,Gammapatía monoclonal,0.07564469914040114,5.963959937961673e-06,0.00703390243741367
178,"Otros tumores especificados de comportamiento incierto de tejido linfático, hemopoyético y relacionados",0.0,0.0,1.385156583424247e-26
179,Neoplasia de comportamiento no especificado de aparato digestivo,0.002292263610315186,0.0,0.00044231455894469616
180,Anemia ferropénica secundaria a pérdida de sangre (crónica),0.05730659025787965,2.250860913225205e-05,0.008116877530968306
181,"Anemia ferropénica, no especificada",0.2303724928366762,0.0017694986679519821,0.0488295157710692
182,"Anemia por carencia de vitamina B12, no especificada",0.004584527220630372,0.0,0.0006456001749755457
183,Anemia por carencia dietética de ácido fólico,0.008022922636103151,0.0,0.000956736066122708
184,"Otras anemias megaloblásticas, no clasificadas bajo otro concepto",0.015472779369627506,0.0,0.001128646730427875
185,"Anemia nutricional, no especificada",0.014899713467048709,1.3143713361899004e-06,0.0029918327791377043
186,"Talasemia, no especificada",0.03381088825214899,1.5334332255548838e-06,0.0023489061459926706
187,Pancitopenia debida a quimioterapia antineoplásica,0.012607449856733524,0.0,0.0012409022651674686
188,Anemia poshemorrágica aguda,0.07679083094555873,5.3034883415262486e-05,0.012240481816396687
189,Anemia en enfermedad neoplásica,0.042406876790830945,2.683508144721047e-06,0.0066644212913091715
190,Anemia en enfermedad renal crónica,0.038395415472779366,1.6429641702373755e-06,0.0036084644313408927
191,Anemia en otras enfermedades crónicas clasificadas bajo otro concepto,0.03381088825214899,3.3954592851572427e-06,0.003687643255399007
192,"Anemia, no especificada",0.09111747851002865,0.00019421088274430723,0.00995642837212384
193,Coagulación intravascular diseminada [síndrome de desfibrinación],0.026934097421203437,3.520637507651519e-07,0.004062645567652438
194,Enfermedad de von Willebrand,0.018911174785100286,8.762475574599336e-07,0.0019976638297913457
195,Déficits hereditarios de otros factores de la coagulación,0.006303724928366762,0.0,0.0009180188826168179
196,Hemofilia adquirida,0.009169054441260744,0.0,0.0010829642000043734
197,Resistencia a la proteína C activada,0.0040114613180515755,0.0,0.00032133670756558536
198,Otras alteraciones especificadas de la coagulación,0.012607449856733524,0.0,0.0011184255664379865
199,"Defecto de coagulación, no especificado",0.016045845272206302,0.0,0.001504822094513316
200,Púrpura trombocitopénica inmune [PTI],0.0074498567335243545,0.0,0.001414392489014906
201,Púrpura postransfusional,0.00974212034383954,0.0,0.001964768067611621
202,Trombocitopenia no especificada,0.0326647564469914,2.628742672379801e-06,0.00526006418702386
203,Agranulocitosis secundaria a quimioterapia antineoplásica,0.022349570200573064,9.857785021424253e-07,0.0020401434612389597
204,"Neutropenia, no especificada",0.005157593123209169,0.0,0.00030521550479868073
205,Hiperesplenismo,0.0166189111747851,0.0,0.001637631462804369
206,Policitemia secundaria,0.029226361031518624,1.9715570042848506e-06,0.005849537269405179
207,Hemorragia intraoperatoria y hematoma del bazo complicando un procedimiento sobre el bazo,0.014326647564469913,0.0,0.0015390447561266832
208,Punción y desgarro accidental del bazo durante un procedimiento sobre el bazo,0.01318051575931232,0.0,0.0009230973831459405
209,Hipogammaglobulinemia no familiar,0.006876790830945558,0.0,0.0002769874823284766
210,"Hipergammaglobulinemia, no especificada",0.008595988538681949,0.0,0.0004942287734918365
211,"Bocio (endémico) relacionado con carencia de yodo, no especificado",0.015472779369627506,0.0,0.0019443067713574929
212,Hipotiroidismo subclínico por carencia de yodo,0.020630372492836675,1.8510729651341097e-05,0.0018732124582659501
213,Hipotiroidismo debido a medicamentos y otras sustancias exógenas,0.006303724928366762,0.0,0.0017939647561569722
214,"Hipotiroidismo, no especificado",0.20343839541547276,0.004551032059575475,0.06109181052991113
215,Nódulo tiroideo único no tóxico,0.009169054441260744,6.571856680949502e-07,0.00093580219218006
216,Bocio multinodular no tóxico,0.07392550143266476,2.9513895408587974e-05,0.009529049397966607
217,"Bocio no tóxico, no especificado",0.018911174785100286,9.857785021424253e-07,0.002187842440817479
218,Tirotoxicosis con bocio difuso sin crisis tirotóxica ni tormenta tiroidea,0.012034383954154727,6.571856680949502e-07,0.0012165927770070406
219,Tirotoxicosis con bocio multinodular tóxico sin crisis tirotóxica ni tormenta tiroidea,0.038395415472779366,0.0,0.0027063155522006523
220,"Tirotoxicosis, no especificada sin crisis tirotóxica ni tormenta tiroidea",0.03667621776504298,3.3297407183477474e-06,0.009644758545581025
221,"Tiroiditis, no especificada",0.0017191977077363895,0.0,3.7095520110000576e-05
222,Diabetes mellitus tipo 1 con polineuropatía diabética,0.014326647564469913,0.0,0.001250805568653361
223,Diabetes mellitus tipo 1 con otras artropatías diabéticas,0.01318051575931232,0.0,0.001949172468110837
224,Diabetes mellitus tipo 1 con complicaciones no especificadas,0.01318051575931232,0.0,0.001949172468110837
225,Diabetes mellitus tipo 1 sin complicaciones,0.021776504297994267,0.0,0.003862671881408543
226,Diabetes mellitus tipo 2 con hiperosmolaridad sin coma hiperglucémico hiperosmolar no cetósico (CHHNC),0.024068767908309453,6.571856680949502e-07,0.0027081147793432026
227,Diabetes mellitus tipo 2 con nefropatía diabética,0.023495702005730656,8.762475574599336e-07,0.0024504084311226704
228,Diabetes mellitus tipo 2 con nefropatía diabética crónica,0.09111747851002865,4.288631981450257e-05,0.010155056318735345
229,Diabetes mellitus tipo 2 con otra complicación renal diabética,0.009169054441260744,0.0,0.0008237707557051107
230,Diabetes mellitus tipo 2 con retinopatía diabética no especificada con edema macular,0.012607449856733524,8.762475574599336e-07,0.0014519931399875198
231,Diabetes mellitus tipo 2 con retinopatía diabética no especificada sin edema macular,0.02808022922636103,4.600299676664651e-06,0.004184667801907625
232,Diabetes mellitus tipo 2 con catarata diabética,0.004584527220630372,0.0,0.0012550015312970183
233,Diabetes mellitus tipo 2 con otras complicaciones oftálmicas diabéticas,0.023495702005730656,5.257485344759602e-07,0.002422787060207533
234,"Diabetes mellitus tipo 2 con neuropatía diabética, no especificada",0.014326647564469913,0.0,0.001250805568653361
235,Diabetes mellitus tipo 2 con polineuropatía diabética,0.014326647564469913,0.0,0.00040335132318111846
236,Diabetes mellitus tipo 2 con angiopatía periférica diabética sin gangrena,0.01776504297994269,5.367016289442092e-06,0.0014478578466677518
237,Diabetes mellitus tipo 2 con otra artropatía diabética,0.061891117478510026,3.5597557021809806e-05,0.010982033080128115
238,Diabetes mellitus tipo 2 con úlcera en pie,0.005157593123209169,0.0,0.0007401446255865004
239,Diabetes mellitus tipo 2 con hipoglucemia sin coma,0.025787965616045842,3.9431140085697016e-07,0.001876358770526536
240,Diabetes mellitus tipo 2 con hiperglucemia,0.07564469914040114,2.027545809255018e-05,0.010031187204195664
241,Diabetes mellitus tipo 2 con otra complicación especificada ,0.0057306590257879654,0.0,0.0010193830633696043
242,Diabetes mellitus tipo 2 con complicaciones no especificadas,0.053868194842406875,0.0,0.011873831880247685
243,Diabetes mellitus tipo 2 sin complicaciones,0.36618911174785096,0.019487981383963775,0.14637050712445188
244,Otra diabetes mellitus especificada sin complicaciones,0.016045845272206302,0.0,0.001284368085377576
245,Coma hipoglucémico no diabético,0.01318051575931232,0.0,0.001949172468110837
246,"Hipoglucemia, no especificada",0.008022922636103151,0.0,0.0008891423336222824
247,"Hipoparatiroidismo, no especificado",0.009169054441260744,0.0,0.0012484378137614435
248,Hiperprolactinemia,0.01948424068767908,0.0,0.004033722830113671
249,Síndrome de secreción inadecuada de hormona antidiurética,0.015472779369627506,0.0,0.002887620864224891
250,Otros tipos de hiperfunción de hipófisis,0.014899713467048709,0.0,0.003292378234440487
251,Hipopituitarismo,0.01833810888252149,8.214820851186878e-07,0.002467979316122665
252,Diabetes insípida,0.02750716332378223,5.476547234124585e-07,0.0032801071968955285
253,Insuficiencia suprarrenal primaria,0.0074498567335243545,0.0,0.0005219077400111541
254,Hipofunción testicular,0.0074498567335243545,0.0,0.000864349117246137
255,Kwashiorkor,0.022349570200573064,8.872006519281828e-06,0.0036153254097632953
256,Marasmo nutricional,0.03495702005730659,3.6440945295864985e-05,0.005944313204503033
257,Malnutrición calórico-proteica grave no especificada,0.04641833810888252,1.281512052785153e-05,0.008506947716575404
258,Malnutrición calórico-proteica moderada,0.01318051575931232,6.571856680949502e-07,0.002337596632655084
259,Malnutrición calórico-proteica leve,0.029226361031518624,3.298446162724178e-06,0.006310697252124228
260,Malnutrición calórico-proteica no especificada,0.024068767908309453,6.571856680949502e-07,0.0032087178887339808
261,Carencia de otras vitaminas del grupo B especificadas,0.07048710601719198,6.144164420760725e-05,0.00947136005429359
262,Carencia de hierro,0.009169054441260744,0.0,0.0007644963048622111
263,Obesidad mórbida (severa) por exceso de calorías,0.07679083094555873,1.16896545092439e-05,0.01985482249804769
264,Obesidad mórbida (severa) con hipoventilación alveolar,0.11232091690544412,3.197835351794238e-05,0.021580400230978253
265,Sobrepeso,0.030372492836676215,2.190618893649834e-07,0.004518851811191117
266,"Obesidad, no especificada",0.25444126074498563,0.0012810284142120193,0.08454547122243337
267,Otros tipos de hiperalimentación especificados,0.022349570200573064,1.0796621690131325e-06,0.005125646218580148
268,Galactosemia,0.010888252148997133,0.0,0.001450226821787196
269,Hipercolesterolemia pura,0.19426934097421203,0.00039836998763888927,0.05674273530035571
270,"Hipercolesterolemia pura, no especificada",0.06017191977077364,4.149271635339299e-05,0.012212757457398513
271,Hipergliceridemia pura,0.018911174785100286,6.571856680949502e-07,0.005085897482168841
272,Hiperlipidemia mixta,0.05845272206303725,0.0010123997374595415,0.017913679309107783
273,Otros tipos de hiperlipidemia,0.20515759312320916,0.00044182305325709805,0.07615388163886103
274,"Hiperlipidemia, no especificada",0.2911174785100286,0.010921619550633402,0.07942629788773688
